hhnum,usdafoodcat4,grams,totitemexp,price_per_100g,num_milk_types
110443,1004.0,3904.0,2.99,0.07658811475409837,3
110443,1006.0,3904.0,0.0,,3
110462,1004.0,3904.0,2.58,0.06608606557377049,2
110462,1008.0,7257.6,8.32,0.11463844797178131,2
110490,1002.0,15616.0,12.96,0.08299180327868853,2
110490,1004.0,976.0,1.59,0.16290983606557377,2
110529,1002.0,1952.0,2.99,0.15317622950819673,2
110529,1004.0,0.0,6.58,,2
110547,1002.0,3904.0,0.0,,2
110547,1008.0,3916.8,0.0,,2
110720,1004.0,11712.0,11.94,0.10194672131147539,2
110720,1008.0,3916.8,3.58,0.09140114379084967,2
110758,1002.0,0.0,1.46,,2
110758,1008.0,0.0,3.63,,2
110870,1004.0,1952.0,2.07,0.1060450819672131,2
110870,1008.0,979.2,1.19,0.12152777777777776,2
110990,1002.0,979.2,3.2800000000000002,0.33496732026143794,3
110990,1004.0,0.0,5.98,,3
110990,1008.0,3916.8,2.99,0.07633782679738563,3
111013,1002.0,4282.0,4.56,0.10649229332087809,2
111013,1004.0,3904.0,4.69,0.12013319672131148,2
111037,1002.0,340.2,1.25,0.36743092298647856,2
111037,1006.0,3904.0,2.99,0.07658811475409837,2
111297,1002.0,378.0,0.99,0.2619047619047619,2
111297,1004.0,1952.0,4.7,0.24077868852459017,2
111329,1004.0,0.0,6.58,,2
111329,1008.0,0.0,3.18,,2
111371,1002.0,3904.0,2.98,0.07633196721311475,2
111371,1004.0,3904.0,3.74,0.09579918032786887,2
111395,1004.0,0.0,2.32,,2
111395,1006.0,5856.0,4.9,0.08367486338797815,2
111469,1002.0,3904.0,2.58,0.06608606557377049,2
111469,1004.0,3904.0,2.58,0.06608606557377049,2
111577,1002.0,0.0,1.67,,2
111577,1004.0,0.0,3.33,,2
111612,1004.0,15616.0,9.57,0.06128329918032787,2
111612,1006.0,976.0,1.49,0.1526639344262295,2
111635,1002.0,976.0,1.49,0.1526639344262295,2
111635,1004.0,7808.0,5.78,0.07402663934426229,2
111663,1004.0,1952.0,1.89,0.09682377049180327,2
111663,1008.0,768.0,2.5,0.32552083333333337,2
111718,1002.0,1952.0,3.38,0.17315573770491802,3
111718,1006.0,3904.0,2.99,0.07658811475409837,3
111718,1008.0,3916.8,3.39,0.08655024509803921,3
111774,1002.0,7808.0,6.529999999999999,0.08363217213114753,2
111774,1006.0,3904.0,2.53,0.06480532786885246,2
111805,1004.0,1952.0,2.29,0.11731557377049182,2
111805,1008.0,1958.4,2.99,0.15267565359477125,2
111893,1002.0,378.0,0.69,0.18253968253968253,2
111893,1004.0,3904.0,1.95,0.049948770491803275,2
111942,1002.0,3904.0,2.19,0.05609631147540983,2
111942,1008.0,3916.8,2.19,0.05591299019607843,2
111971,1002.0,0.0,3.33,,2
111971,1004.0,7808.0,6.78,0.08683401639344263,2
112051,1004.0,2928.0,4.99,0.17042349726775957,2
112051,1006.0,1952.0,2.69,0.13780737704918034,2
112204,1004.0,4880.0,5.83,0.11946721311475411,2
112204,1008.0,3916.8,3.99,0.10186887254901962,2
112281,1002.0,976.0,1.5,0.15368852459016394,3
112281,1004.0,0.0,5.96,,3
112281,1008.0,0.0,-996.0,,3
112320,1002.0,756.0,1.76,0.2328042328042328,2
112320,1004.0,7808.0,9.08,0.11629098360655737,2
112341,1004.0,7808.0,5.18,0.06634221311475409,2
112341,1006.0,0.0,1.42,,2
112391,1002.0,756.0,1.98,0.2619047619047619,2
112391,1006.0,3904.0,3.79,0.09707991803278689,2
112396,1002.0,3904.0,2.69,0.06890368852459017,2
112396,1004.0,11712.0,7.77,0.06634221311475409,2
112477,1004.0,3904.0,2.79,0.07146516393442623,2
112477,1008.0,7833.6,5.58,0.07123161764705882,2
112482,1002.0,0.0,2.18,,2
112482,1004.0,0.0,3.18,,2
112607,1002.0,3904.0,3.69,0.09451844262295081,2
112607,1004.0,0.0,1.99,,2
112644,1002.0,1952.0,1.34,0.06864754098360656,3
112644,1004.0,3904.0,3.52,0.09016393442622951,3
112644,1008.0,1958.4,1.33,0.0679125816993464,3
112664,1004.0,3904.0,2.23,0.05712090163934426,2
112664,1006.0,7808.0,5.38,0.06890368852459017,2
112725,1004.0,7808.0,0.0,,2
112725,1006.0,3904.0,4.33,0.11091188524590165,2
112735,1004.0,3904.0,1.67,0.04277663934426229,2
112735,1008.0,3916.8,1.67,0.04263684640522875,2
112777,1002.0,3904.0,2.79,0.07146516393442623,2
112777,1004.0,3904.0,2.79,0.07146516393442623,2
112807,1006.0,0.0,3.59,,2
112807,1008.0,0.0,2.43,,2
112831,1004.0,3904.0,3.99,0.10220286885245901,2
112831,1006.0,3904.0,3.03,0.07761270491803278,2
112832,1004.0,0.0,4.0,,2
112832,1006.0,3904.0,3.89,0.09964139344262296,2
112861,1002.0,3904.0,3.73,0.09554303278688525,2
112861,1004.0,0.0,3.0,,2
112911,1002.0,3904.0,2.49,0.06378073770491804,2
112911,1004.0,0.0,2.49,,2
112931,1002.0,3904.0,3.69,0.09451844262295081,2
112931,1006.0,12688.0,5.34,0.04208701134930643,2
113027,1002.0,1020.5999999999999,3.87,0.3791887125220459,2
113027,1004.0,3904.0,3.69,0.09451844262295081,2
113145,1004.0,1952.0,0.0,,2
113145,1006.0,3904.0,3.0,0.07684426229508197,2
113174,1004.0,3904.0,3.18,0.08145491803278689,2
113174,1008.0,3916.8,3.18,0.08118872549019608,2
113216,1004.0,1952.0,1.89,0.09682377049180327,2
113216,1006.0,1952.0,2.49,0.1275614754098361,2
113259,1002.0,3904.0,3.58,0.09170081967213115,2
113259,1008.0,5875.200000000001,5.57,0.09480528322440086,2
113267,1002.0,7808.0,5.96,0.07633196721311475,2
113267,1004.0,0.0,3.99,,2
113386,1002.0,3904.0,0.0,,2
113386,1004.0,3904.0,0.0,,2
113412,1002.0,756.0,1.76,0.2328042328042328,2
113412,1004.0,3904.0,3.48,0.08913934426229508,2
113427,1002.0,11712.0,11.53,0.09844603825136611,2
113427,1004.0,0.0,0.79,,2
113489,1002.0,1958.4,3.98,0.2032271241830065,2
113489,1006.0,15616.0,23.47,0.15029456967213115,2
113825,1002.0,6832.0,9.16,0.13407494145199061,2
113825,1004.0,1952.0,2.59,0.13268442622950818,2
113930,1002.0,2230.2,5.1,0.22867904223836427,2
113930,1004.0,0.0,3.89,,2
113945,1004.0,3904.0,4.36,0.11168032786885247,2
113945,1008.0,3916.8,4.36,0.11131535947712418,2
114013,1002.0,3904.0,3.79,0.09707991803278689,2
114013,1004.0,3904.0,2.59,0.06634221311475409,2
114068,1002.0,3904.0,2.99,0.07658811475409837,2
114068,1004.0,7808.0,5.98,0.07658811475409837,2
114188,1004.0,3904.0,0.0,,3
114188,1006.0,1952.0,4.79,0.24538934426229508,3
114188,1008.0,1958.4,3.49,0.17820669934640523,3
114235,1002.0,7808.0,7.98,0.10220286885245901,2
114235,1004.0,3904.0,3.25,0.08324795081967212,2
114358,1002.0,4584.4,4.63,0.10099467760230348,2
114358,1004.0,0.0,8.66,,2
114361,1002.0,976.0,3.19,0.32684426229508196,2
114361,1004.0,0.0,8.17,,2
114367,1002.0,3904.0,2.39,0.061219262295081976,2
114367,1004.0,3904.0,3.0,0.07684426229508197,2
114494,1004.0,7808.0,5.67,0.07261782786885246,2
114494,1006.0,1952.0,2.55,0.13063524590163933,2
114541,1002.0,3024.0,6.97,0.230489417989418,2
114541,1008.0,7833.6,4.18,0.05335988562091503,2
114641,1006.0,3904.0,2.9,0.0742827868852459,2
114641,1008.0,3916.8,2.86,0.07301879084967319,2
114691,1002.0,3904.0,3.69,0.09451844262295081,2
114691,1004.0,0.0,4.09,,2
114837,1002.0,3904.0,2.99,0.07658811475409837,2
114837,1004.0,7808.0,5.98,0.07658811475409837,2
114848,1002.0,340.2,0.98,0.2880658436213992,2
114848,1004.0,0.0,3.62,,2
114874,1002.0,756.0,1.56,0.20634920634920637,2
114874,1004.0,3904.0,3.38,0.08657786885245901,2
114885,1002.0,488.0,0.0,,2
114885,1008.0,5875.200000000001,4.7299999999999995,0.08050789760348581,2
114936,1004.0,1952.0,2.19,0.11219262295081966,2
114936,1008.0,3916.8,3.08,0.07863562091503268,2
114985,1002.0,3904.0,3.88,0.09938524590163934,2
114985,1008.0,3916.8,3.88,0.09906045751633986,2
115038,1002.0,3904.0,2.99,0.07658811475409837,2
115038,1004.0,3904.0,3.19,0.08171106557377049,2
115090,1004.0,3904.0,3.43,0.08785860655737705,2
115090,1008.0,1958.4,2.65,0.13531454248366012,2
115094,1004.0,0.0,5.98,,2
115094,1006.0,3904.0,2.18,0.055840163934426236,2
115152,1002.0,3904.0,3.77,0.09656762295081966,2
115152,1004.0,0.0,3.39,,2
115331,1002.0,315.0,1.14,0.36190476190476184,2
115331,1004.0,7808.0,5.5600000000000005,0.07120901639344264,2
115402,1002.0,979.2,1.89,0.19301470588235292,2
115402,1004.0,7808.0,7.03,0.09003586065573771,2
115428,1002.0,340.2,0.98,0.2880658436213992,2
115428,1004.0,7808.0,7.4,0.09477459016393443,2
115474,1002.0,979.2,1.42,0.14501633986928103,2
115474,1004.0,3904.0,3.92,0.10040983606557376,2
115523,1004.0,3904.0,3.39,0.08683401639344263,2
115523,1008.0,0.0,3.49,,2
115663,1002.0,7808.0,6.76,0.08657786885245901,2
115663,1004.0,3904.0,0.0,,2
115679,1006.0,0.0,5.949999999999999,,2
115679,1008.0,0.0,3.99,,2
115684,1006.0,7808.0,6.46,0.08273565573770492,2
115684,1008.0,3916.8,3.48,0.08884803921568628,2
115797,1002.0,1952.0,-996.0,,2
115797,1004.0,3904.0,0.0,,2
115829,1002.0,5856.0,11.290000000000001,0.19279371584699456,2
115829,1004.0,3904.0,3.39,0.08683401639344263,2
115855,1004.0,1464.0,5.18,0.35382513661202186,2
115855,1008.0,13708.800000000001,17.99,0.13122957516339867,2
115872,1002.0,3904.0,2.49,0.06378073770491804,2
115872,1004.0,7808.0,4.98,0.06378073770491804,2
115908,1002.0,5875.200000000001,3.75,0.06382761437908496,2
115908,1004.0,7808.0,5.470000000000001,0.0700563524590164,2
115937,1002.0,3904.0,2.99,0.07658811475409837,2
115937,1004.0,7808.0,5.98,0.07658811475409837,2
115976,1002.0,1952.0,2.5,0.12807377049180327,2
115976,1006.0,1952.0,3.28,0.1680327868852459,2
116048,1004.0,19520.0,18.28,0.09364754098360657,2
116048,1006.0,15616.0,14.48,0.09272540983606557,2
116204,1004.0,976.0,1.49,0.1526639344262295,2
116204,1008.0,3916.8,2.99,0.07633782679738563,2
116263,1002.0,7808.0,5.98,0.07658811475409837,2
116263,1004.0,7808.0,5.6899999999999995,0.07287397540983606,2
116270,1002.0,680.4,1.96,0.2880658436213992,2
116270,1004.0,0.0,3.18,,2
116299,1002.0,3904.0,3.14,0.08043032786885246,4
116299,1004.0,3904.0,3.04,0.0778688524590164,4
116299,1006.0,3904.0,3.04,0.0778688524590164,4
116299,1008.0,3916.8,2.85,0.07276348039215687,4
116343,1002.0,756.0,1.38,0.18253968253968253,2
116343,1004.0,3904.0,1.99,0.05097336065573771,2
116475,1002.0,979.2,1.49,0.15216503267973858,2
116475,1004.0,3904.0,3.69,0.09451844262295081,2
116488,1002.0,1952.0,2.32,0.11885245901639342,2
116488,1004.0,0.0,4.98,,2
116506,1002.0,3904.0,2.7,0.06915983606557377,2
116506,1008.0,3916.8,3.59,0.091656454248366,2
116577,1002.0,7808.0,4.56,0.05840163934426229,2
116577,1004.0,3904.0,2.69,0.06890368852459017,2
116896,1002.0,3904.0,2.79,0.07146516393442623,2
116896,1004.0,7808.0,5.38,0.06890368852459017,2
117059,1002.0,976.0,2.59,0.26536885245901637,2
117059,1004.0,3904.0,3.49,0.08939549180327869,2
117067,1002.0,1134.0,2.07,0.18253968253968253,2
117067,1008.0,7833.6,4.58,0.05846609477124183,2
117082,1004.0,4880.0,8.67,0.17766393442622952,2
117082,1006.0,7808.0,5.98,0.07658811475409837,2
117109,1006.0,3904.0,3.49,0.08939549180327869,2
117109,1008.0,1958.4,2.49,0.12714460784313725,2
117130,1002.0,0.0,0.83,,2
117130,1006.0,3904.0,2.79,0.07146516393442623,2
117181,1004.0,366.0,0.94,0.2568306010928961,2
117181,1006.0,3904.0,2.67,0.06839139344262295,2
117255,1002.0,1958.4,2.39,0.12203839869281045,2
117255,1008.0,7833.6,5.0,0.06382761437908496,2
117278,1002.0,0.0,2.49,,2
117278,1004.0,0.0,2.49,,2
117327,1002.0,5856.0,6.880000000000001,0.11748633879781421,2
117327,1004.0,3904.0,3.99,0.10220286885245901,2
117351,1002.0,3904.0,3.79,0.09707991803278689,2
117351,1004.0,340.2,2.69,0.7907113462669018,2
117397,1004.0,0.0,3.49,,2
117397,1008.0,1958.4,3.49,0.17820669934640523,2
117517,1004.0,3904.0,3.25,0.08324795081967212,2
117517,1008.0,7833.6,5.98,0.07633782679738563,2
117545,1002.0,0.0,3.24,,2
117545,1004.0,7808.0,6.06,0.07761270491803278,2
117588,1004.0,7808.0,4.98,0.06378073770491804,2
117588,1008.0,2721.6,0.69,0.025352733686067018,2
117618,1002.0,1952.0,2.29,0.11731557377049182,2
117618,1006.0,1952.0,2.29,0.11731557377049182,2
117650,1002.0,340.2,1.27,0.37330981775426225,2
117650,1004.0,7808.0,6.28,0.08043032786885246,2
117654,1002.0,3904.0,2.49,0.06378073770491804,2
117654,1004.0,3904.0,2.49,0.06378073770491804,2
117684,1004.0,3904.0,5.99,0.15343237704918034,2
117684,1008.0,0.0,5.99,,2
117753,1002.0,3904.0,3.73,0.09554303278688525,2
117753,1004.0,3904.0,3.73,0.09554303278688525,2
117814,1002.0,976.0,1.49,0.1526639344262295,2
117814,1004.0,8784.0,7.77,0.08845628415300547,2
117906,1004.0,3904.0,5.23,0.13396516393442626,2
117906,1006.0,1952.0,2.46,0.1260245901639344,2
117962,1002.0,0.0,3.53,,2
117962,1004.0,0.0,3.53,,2
117988,1002.0,680.4,1.38,0.20282186948853614,2
117988,1004.0,0.0,2.19,,2
118028,1002.0,7808.0,4.0,0.05122950819672131,2
118028,1004.0,3904.0,2.0,0.05122950819672131,2
118040,1004.0,3904.0,0.0,,2
118040,1006.0,1952.0,1.99,0.10194672131147542,2
118136,1002.0,3402.0,5.0,0.14697236919459142,2
118136,1004.0,5856.0,7.1899999999999995,0.12278005464480873,2
118144,1002.0,0.0,1.99,,2
118144,1004.0,0.0,3.19,,2
118156,1002.0,976.0,2.85,0.2920081967213115,2
118156,1008.0,1958.4,4.29,0.2190563725490196,2
118193,1004.0,3904.0,3.63,0.09298155737704918,2
118193,1006.0,3904.0,3.43,0.08785860655737705,2
118199,1002.0,5856.0,5.0,0.08538251366120218,2
118199,1004.0,0.0,3.28,,2
118204,1002.0,756.0,1.78,0.23544973544973546,2
118204,1004.0,3904.0,2.59,0.06634221311475409,2
118247,1002.0,1952.0,2.49,0.1275614754098361,2
118247,1008.0,3916.8,3.49,0.08910334967320262,2
118250,1002.0,1952.0,2.29,0.11731557377049182,2
118250,1004.0,3904.0,3.68,0.09426229508196722,2
118264,1002.0,3904.0,0.0,,2
118264,1004.0,976.0,3.8,0.38934426229508196,2
118303,1002.0,3904.0,3.49,0.08939549180327869,2
118303,1006.0,7808.0,7.220000000000001,0.09246926229508198,2
118321,1004.0,976.0,2.45,0.2510245901639344,2
118321,1006.0,0.0,1.99,,2
118325,1004.0,0.0,5.98,,2
118325,1008.0,799.47,8.99,1.124494977922874,2
118392,1002.0,1952.0,0.0,,2
118392,1008.0,2968.2,3.19,0.10747254228151742,2
118506,1002.0,340.2,1.0,0.29394473838918284,2
118506,1004.0,3904.0,3.99,0.10220286885245901,2
118541,1002.0,1952.0,4.49,0.23002049180327871,2
118541,1006.0,3904.0,2.89,0.07402663934426229,2
118586,1002.0,3904.0,0.0,,2
118586,1004.0,3904.0,0.0,,2
118650,1002.0,3904.0,1.35,0.034579918032786885,2
118650,1004.0,11712.0,8.95,0.07641734972677594,2
118821,1004.0,7808.0,7.0,0.08965163934426229,2
118821,1008.0,3916.8,3.29,0.08399714052287581,2
118848,1006.0,1952.0,2.19,0.11219262295081966,2
118848,1008.0,1958.4,2.65,0.13531454248366012,2
118895,1004.0,7808.0,5.98,0.07658811475409837,2
118895,1006.0,3904.0,2.59,0.06634221311475409,2
118896,1006.0,3904.0,1.99,0.05097336065573771,2
118896,1008.0,3916.8,1.99,0.05080678104575163,2
118898,1002.0,1952.0,-996.0,,2
118898,1008.0,3916.8,-996.0,,2
119004,1002.0,979.2,1.98,0.20220588235294115,2
119004,1004.0,7808.0,7.36,0.09426229508196722,2
119013,1006.0,3904.0,2.69,0.06890368852459017,2
119013,1008.0,5875.200000000001,4.66,0.07931644880174292,2
119090,1002.0,3904.0,2.89,0.07402663934426229,3
119090,1004.0,3904.0,2.49,0.06378073770491804,3
119090,1006.0,1464.0,3.48,0.2377049180327869,3
119242,1002.0,0.0,3.49,,2
119242,1004.0,7808.0,12.76,0.16342213114754098,2
119260,1002.0,1958.4,4.09,0.20884395424836602,2
119260,1004.0,3904.0,2.99,0.07658811475409837,2
119356,1002.0,0.0,13.98,,2
119356,1004.0,0.0,2.89,,2
119441,1002.0,979.2,2.34,0.2389705882352941,2
119441,1008.0,7833.6,7.220000000000001,0.0921670751633987,2
119522,1002.0,3904.0,4.54,0.11629098360655737,3
119522,1004.0,8784.0,11.38,0.1295537340619308,3
119522,1008.0,979.2,2.16,0.22058823529411764,3
119529,1002.0,378.0,0.88,0.2328042328042328,2
119529,1004.0,7808.0,6.66,0.08529713114754098,2
119582,1004.0,1952.0,3.99,0.20440573770491802,2
119582,1008.0,1958.4,3.49,0.17820669934640523,2
119740,1004.0,0.0,2.97,,2
119740,1006.0,5856.0,6.98,0.11919398907103826,2
119826,1004.0,680.4,3.78,0.5555555555555556,2
119826,1006.0,1952.0,1.99,0.10194672131147542,2
119828,1002.0,5856.0,7.2,0.12295081967213116,3
119828,1004.0,3904.0,3.89,0.09964139344262296,3
119828,1008.0,1958.4,2.16,0.11029411764705882,3
119842,1002.0,5856.0,7.430000000000001,0.12687841530054647,2
119842,1004.0,340.2,0.99,0.291005291005291,2
119932,1006.0,1952.0,1.56,0.07991803278688525,2
119932,1008.0,1958.4,1.48,0.0755718954248366,2
